Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2025-11-17,1.16146719455719,1.1617100238800049,1.1583056449890137,1.161534547805786,0,0.0,0.0,EURUSD=X
2025-11-17,1.3157376050949097,1.319330811500549,1.3137152194976809,1.3160146474838257,0,0.0,0.0,GBPUSD=X
2025-11-17,154.6179962158203,155.2949981689453,154.41400146484375,154.5850067138672,0,0.0,0.0,JPY=X
2025-11-18,1.159003734588623,1.1606987714767456,1.1573805809020996,1.159057378768921,0,0.0,0.0,EURUSD=X
2025-11-18,1.3153740167617798,1.3175750970840454,1.3136979341506958,1.3156163692474363,0,0.0,0.0,GBPUSD=X
2025-11-18,155.25,155.4949951171875,154.8350067138672,155.2729949951172,0,0.0,0.0,JPY=X
2025-11-19,1.158104419708252,1.1597565412521362,1.1535356044769287,1.1581177711486816,0,0.0,0.0,EURUSD=X
2025-11-19,1.3147515058517456,1.3156682252883911,1.3069674968719482,1.3147515058517456,0,0.0,0.0,GBPUSD=X
2025-11-19,155.5240020751953,156.69900512695312,155.22000122070312,155.54800415039062,0,0.0,0.0,JPY=X
2025-11-20,1.154068112373352,1.1551345586776731,1.1507744789123535,1.154068112373352,0,0.0,0.0,EURUSD=X
2025-11-20,1.3060967922210691,1.3121638298034668,1.3039339780807495,1.3061821460723877,0,0.0,0.0,GBPUSD=X
2025-11-20,156.99200439453125,157.88699340820312,156.87899780273438,156.99200439453125,0,0.0,0.0,JPY=X
2025-11-21,1.1535356044769287,1.1552013158798218,1.1492139101028442,1.1534557342529297,0,0.0,0.0,EURUSD=X
2025-11-21,1.3083696365356443,1.310289740562439,1.304036021232605,1.308489441871643,0,0.0,0.0,GBPUSD=X
2025-11-21,157.38299560546875,157.52699279785156,156.22500610351562,157.36900329589844,0,0.0,0.0,JPY=X
2025-11-24,1.1507877111434937,1.1551345586776731,1.1502846479415894,1.1507612466812134,0,0.0,0.0,EURUSD=X
2025-11-24,1.3096890449523926,1.3118194341659546,1.3081300258636477,1.3096375465393066,0,0.0,0.0,GBPUSD=X
2025-11-24,156.66200256347656,157.1699981689453,156.49899291992188,156.68800354003906,0,0.0,0.0,JPY=X
2025-11-25,1.1520737409591677,1.1583458185195925,1.1512116193771362,1.1520073413848877,0,0.0,0.0,EURUSD=X
2025-11-25,1.3106160163879397,1.3195570707321167,1.3096497058868408,1.3106160163879397,0,0.0,0.0,GBPUSD=X
2025-11-25,156.8780059814453,156.97000122070312,155.91400146484375,156.93899536132812,0,0.0,0.0,JPY=X
2025-11-26,1.156577467918396,1.1602274179458618,1.154961109161377,1.156483769416809,0,0.0,0.0,EURUSD=X
2025-11-26,1.3161011934280396,1.323591709136963,1.312594294548035,1.315870761871338,0,0.0,0.0,GBPUSD=X
2025-11-26,156.16900634765625,156.7220001220703,155.67100524902344,156.22999572753906,0,0.0,0.0,JPY=X
2025-11-27,1.1603620052337646,1.1615750789642334,1.1577155590057373,1.1602139472961426,0,0.0,0.0,EURUSD=X
2025-11-27,1.3245033025741575,1.3269639015197754,1.3210737705230713,1.3244997262954712,0,0.0,0.0,GBPUSD=X
2025-11-27,156.21200561523438,156.4010009765625,155.7220001220703,156.23899841308594,0,0.0,0.0,JPY=X
2025-11-28,1.1600254774093628,1.1606718301773071,1.1557353734970093,1.1599851846694946,0,0.0,0.0,EURUSD=X
2025-11-28,1.3241350650787354,1.3250824213027954,1.3201842308044434,1.3241175413131714,0,0.0,0.0,GBPUSD=X
2025-11-28,156.28700256347656,156.57400512695312,155.97799682617188,156.28399658203125,0,0.0,0.0,JPY=X
2025-12-01,1.1602139472961426,1.1651887893676758,1.159003734588623,1.1601465940475464,0,0.0,0.0,EURUSD=X
2025-12-01,1.324082374572754,1.3274747133255005,1.3208295106887815,1.32397723197937,0,0.0,0.0,GBPUSD=X
2025-12-01,155.88699340820312,155.91099548339844,154.68600463867188,155.92799377441406,0,0.0,0.0,JPY=X
2025-12-02,1.1607661247253418,1.1623852252960205,1.1592992544174194,1.1607661247253418,0,0.0,0.0,EURUSD=X
2025-12-02,1.32098650932312,1.322226643562317,1.3181829452514648,1.320934176445007,0,0.0,0.0,GBPUSD=X
2025-12-02,155.5469970703125,156.17100524902344,155.45899963378906,155.5570068359375,0,0.0,0.0,JPY=X
2025-12-03,1.1628988981246948,1.1675832271575928,1.1628177165985107,1.1627906560897827,0,0.0,0.0,EURUSD=X
2025-12-03,1.3220866918563845,1.3347214460372925,1.3218246698379517,1.3219469785690308,0,0.0,0.0,GBPUSD=X
2025-12-03,155.74899291992188,155.7949981689453,155.00999450683594,155.8070068359375,0,0.0,0.0,JPY=X
2025-12-04,1.166670560836792,1.1682243347167969,1.1653653383255005,1.1666841506958008,0,0.0,0.0,EURUSD=X
2025-12-04,1.3346858024597168,1.3384193181991575,1.3324450254440308,1.3348817825317385,0,0.0,0.0,GBPUSD=X
2025-12-04,155.0970001220703,155.52999877929688,154.5189971923828,155.10699462890625,0,0.0,0.0,JPY=X
2025-12-05,1.164456129074097,1.167147159576416,1.162858247756958,1.1642799377441406,0,0.0,0.0,EURUSD=X
2025-12-05,1.3323917388916016,1.3362374305725098,1.3318772315979004,1.332178831100464,0,0.0,0.0,GBPUSD=X
2025-12-05,155.1020050048828,155.48199462890625,154.3520050048828,155.14199829101562,0,0.0,0.0,JPY=X
2025-12-08,1.1641172170639038,1.1672561168670654,1.1616965532302856,1.164022445678711,0,0.0,0.0,EURUSD=X
2025-12-08,1.3326581716537476,1.3347214460372925,1.3307782411575315,1.3324593305587769,0,0.0,0.0,GBPUSD=X
2025-12-08,155.30299377441406,155.97500610351562,154.9029998779297,155.33999633789062,0,0.0,0.0,JPY=X
2025-12-09,1.1641442775726318,1.165677785873413,1.1616965532302856,1.1641442775726318,0,0.0,0.0,EURUSD=X
2025-12-09,1.3329778909683228,1.335505723953247,1.32902729511261,1.3326793909072876,0,0.0,0.0,GBPUSD=X
2025-12-09,155.83900451660156,156.9149932861328,155.75,155.843994140625,0,0.0,0.0,JPY=X
2025-12-10,1.1628447771072388,1.165745735168457,1.1622366905212402,1.1628313064575195,0,0.0,0.0,EURUSD=X
2025-12-10,1.3303604125976562,1.3340448141098022,1.3297696113586426,1.3303532600402832,0,0.0,0.0,GBPUSD=X
2025-12-10,156.79800415039062,156.91799926757812,156.322998046875,156.83799743652344,0,0.0,0.0,JPY=X
2025-12-11,1.170192837715149,1.1759449243545532,1.1683062314987185,1.1701242923736572,0,0.0,0.0,EURUSD=X
2025-12-11,1.3389031887054443,1.3437970876693726,1.335594892501831,1.3388315439224243,0,0.0,0.0,GBPUSD=X
2025-12-11,155.74400329589844,156.1439971923828,154.94500732421875,155.7899932861328,0,0.0,0.0,JPY=X
2025-12-12,1.1741361618041992,1.1746740341186523,1.172016978263855,1.1739431619644165,0,0.0,0.0,EURUSD=X
2025-12-12,1.3393874168395996,1.3400335311889648,1.3344007730484009,1.339046597480774,0,0.0,0.0,GBPUSD=X
2025-12-12,155.4770050048828,156.1219940185547,155.46099853515625,155.56700134277344,0,0.0,0.0,JPY=X
2025-12-15,1.1737502813339231,1.1769136190414429,1.1727042198181152,1.1737639904022217,0,0.0,0.0,EURUSD=X
2025-12-15,1.336844801902771,1.3401411771774292,1.3354700803756714,1.3367732763290403,0,0.0,0.0,GBPUSD=X
2025-12-15,155.85899353027344,155.96800231933594,154.85000610351562,155.88800048828125,0,0.0,0.0,JPY=X
2025-12-16,1.1755025386810305,1.18047034740448,1.1746050119400024,1.1754610538482666,0,0.0,0.0,EURUSD=X
2025-12-16,1.3379716873168943,1.345406174659729,1.335666298866272,1.3380612134933472,0,0.0,0.0,GBPUSD=X
2025-12-16,155.0240020751953,155.11099243164062,154.47000122070312,155.01499938964844,0,0.0,0.0,JPY=X
2025-12-17,1.1749638319015503,1.1757928133010864,1.1704530715942385,1.1749500036239624,0,0.0,0.0,EURUSD=X
2025-12-17,1.342624306678772,1.3426424264907837,1.3313628435134888,1.342499852180481,0,0.0,0.0,GBPUSD=X
2025-12-17,154.76800537109375,155.6269989013672,154.51400756835938,154.7779998779297,0,0.0,0.0,JPY=X
2025-12-18,1.1742188930511477,1.1758896112442017,1.17134428024292,1.1742326021194458,0,0.0,0.0,EURUSD=X
2025-12-18,1.3374526500701904,1.3445378541946411,1.3342405557632446,1.3374598026275637,0,0.0,0.0,GBPUSD=X
2025-12-18,155.47999572753906,155.96499633789062,155.28900146484375,155.4949951171875,0,0.0,0.0,JPY=X
2025-12-19,1.1725391149520874,1.1737502813339231,1.1704120635986328,1.1725666522979736,0,0.0,0.0,EURUSD=X
2025-12-19,1.3384193181991575,1.338741898536682,1.3357733488082886,1.3385393619537354,0,0.0,0.0,GBPUSD=X
2025-12-19,155.5679931640625,157.48699951171875,155.5679931640625,155.58599853515625,0,0.0,0.0,JPY=X
2025-12-22,1.1710835695266724,1.177024483680725,1.1710835695266724,1.1708093881607056,0,0.0,0.0,EURUSD=X
2025-12-22,1.3380074501037598,1.346728801727295,1.3380074501037598,1.3377031087875366,0,0.0,0.0,GBPUSD=X
2025-12-22,157.60899353027344,157.6490020751953,156.86500549316406,157.67599487304688,0,0.0,0.0,JPY=X
2025-12-23,1.1764428615570068,1.18035888671875,1.176429033279419,1.1765950918197632,0,0.0,0.0,EURUSD=X
2025-12-23,1.34689199924469,1.3520638942718506,1.34689199924469,1.346989989280701,0,0.0,0.0,GBPUSD=X
2025-12-23,156.91099548339844,156.91099548339844,155.66400146484375,156.8769989013672,0,0.0,0.0,JPY=X
2025-12-24,1.179565191268921,1.1809163093566897,1.1774264574050903,1.179551362991333,0,0.0,0.0,EURUSD=X
2025-12-24,1.351387858390808,1.3535462617874146,1.3493820428848269,1.3513604402542114,0,0.0,0.0,GBPUSD=X
2025-12-24,156.1649932861328,156.2519989013672,155.57200622558594,156.17599487304688,0,0.0,0.0,JPY=X
2025-12-26,1.178383708000183,1.179940938949585,1.1763044595718384,1.1785364151000977,0,0.0,0.0,EURUSD=X
2025-12-26,1.350712537765503,1.3526674509048462,1.347781538963318,1.3508949279785156,0,0.0,0.0,GBPUSD=X
2025-12-26,156.1699981689453,156.63800048828125,155.9949951171875,156.08999633789062,0,0.0,0.0,JPY=X
2025-12-29,1.1774957180023191,1.1788560152053833,1.1754058599472046,1.177273869514465,0,0.0,0.0,EURUSD=X
2025-12-29,1.350074291229248,1.3513513803482056,1.347127914428711,1.349727988243103,0,0.0,0.0,GBPUSD=X
2025-12-29,156.27499389648438,156.5,155.92799377441406,156.46299743652344,0,0.0,0.0,JPY=X
2025-12-30,1.1773016452789309,1.178133845329285,1.1746188402175903,1.1772878170013428,0,0.0,0.0,EURUSD=X
2025-12-30,1.3509862422943115,1.3530151844024658,1.3451708555221558,1.3510993719100952,0,0.0,0.0,GBPUSD=X
2025-12-30,155.9320068359375,156.54800415039062,155.74200439453125,156.01300048828125,0,0.0,0.0,JPY=X
2025-12-31,1.1746463775634766,1.1758756637573242,1.1720856428146362,1.1747292280197144,0,0.0,0.0,EURUSD=X
2025-12-31,1.34678316116333,1.3476543426513672,1.3403388261795044,1.346719741821289,0,0.0,0.0,GBPUSD=X
2025-12-31,156.36700439453125,156.98899841308594,156.33099365234375,156.41299438476562,0,0.0,0.0,JPY=X
2026-01-02,1.1751158237457275,1.176747441291809,1.17134428024292,1.175046682357788,0,0.0,0.0,EURUSD=X
2026-01-02,1.347490906715393,1.3501653671264648,1.3435261249542236,1.347363829612732,0,0.0,0.0,GBPUSD=X
2026-01-02,156.73699951171875,156.99200439453125,156.50999450683594,156.7310028076172,0,0.0,0.0,JPY=X
2026-01-05,1.1706448793411257,1.1718658208847046,1.166003942489624,1.1704667806625366,0,0.0,0.0,EURUSD=X
2026-01-05,1.3439414501190186,1.35255765914917,1.3415435552597046,1.3437970876693726,0,0.0,0.0,GBPUSD=X
2026-01-05,156.96600341796875,157.29200744628906,156.31500244140625,156.98899841308594,0,0.0,0.0,JPY=X
2026-01-06,1.1716461181640625,1.1745359897613523,1.1684154272079468,1.1714951992034912,0,0.0,0.0,EURUSD=X
2026-01-06,1.3534547090530396,1.356815218925476,1.34929096698761,1.3533997535705566,0,0.0,0.0,GBPUSD=X
2026-01-06,156.58599853515625,156.7830047607422,156.15899658203125,156.62600708007812,0,0.0,0.0,JPY=X
2026-01-07,1.1687841415405271,1.170548915863037,1.167446851730347,1.1688251495361328,0,0.0,0.0,EURUSD=X
2026-01-07,1.3500378131866455,1.3517532348632812,1.3470189571380615,1.3500559329986572,0,0.0,0.0,GBPUSD=X
2026-01-07,156.65699768066406,156.79400634765625,156.2989959716797,156.67999267578125,0,0.0,0.0,JPY=X
2026-01-08,1.1677467823028564,1.1684973239898682,1.1652837991714478,1.1676785945892334,0,0.0,0.0,EURUSD=X
2026-01-08,1.345949411392212,1.3466380834579468,1.3417595624923706,1.3459312915802002,0,0.0,0.0,GBPUSD=X
2026-01-08,156.6929931640625,157.05999755859375,156.4669952392578,156.7310028076172,0,0.0,0.0,JPY=X
2026-01-09,1.165813684463501,1.16604483127594,1.161926031112671,1.1657865047454834,0,0.0,0.0,EURUSD=X
2026-01-09,1.3435803651809692,1.3447185754776,1.3394052982330322,1.3438005447387695,0,0.0,0.0,GBPUSD=X
2026-01-09,156.89599609375,158.16099548339844,156.88499450683594,156.8800048828125,0,0.0,0.0,JPY=X
2026-01-12,1.162493348121643,1.169864296913147,1.162304162979126,1.1623716354370115,0,0.0,0.0,EURUSD=X
2026-01-12,1.339441180229187,1.34865403175354,1.3392258882522583,1.3394231796264648,0,0.0,0.0,GBPUSD=X
2026-01-12,158.1230010986328,158.18800354003906,157.52099609375,158.1490020751953,0,0.0,0.0,JPY=X
2026-01-13,1.1667931079864502,1.1675423383712769,1.1635212898254397,1.1666978597640991,0,0.0,0.0,EURUSD=X
2026-01-13,1.346619963645935,1.3488723039627075,1.3426603078842163,1.3465656042099,0,0.0,0.0,GBPUSD=X
2026-01-13,157.99600219726562,159.18699645996094,157.96499633789062,157.98599243164062,0,0.0,0.0,JPY=X
2026-01-14,1.164334058761597,1.1663167476654053,1.1637108325958252,1.164252758026123,0,0.0,0.0,EURUSD=X
2026-01-14,1.342570185661316,1.3462574481964111,1.342065691947937,1.3426783084869385,0,0.0,0.0,GBPUSD=X
2026-01-14,159.1790008544922,159.43800354003906,158.11000061035156,159.1790008544922,0,0.0,0.0,JPY=X
2026-01-15,1.1645103693008425,1.164686679840088,1.1593934297561646,1.1646324396133425,0,0.0,0.0,EURUSD=X
2026-01-15,1.3440680503845217,1.3446643352508545,1.3365589380264282,1.344266653060913,0,0.0,0.0,GBPUSD=X
2026-01-15,158.43600463867188,158.875,158.22300720214844,158.40199279785156,0,0.0,0.0,JPY=X
2026-01-16,1.1609547138214111,1.1626555919647217,1.1585471630096436,1.1609008312225342,0,0.0,0.0,EURUSD=X
2026-01-16,1.338186502456665,1.3412916660308838,1.3367375135421753,1.3381328582763672,0,0.0,0.0,GBPUSD=X
2026-01-16,158.57200622558594,158.67599487304688,157.8209991455078,158.5959930419922,0,0.0,0.0,JPY=X
2026-01-19,1.1623852252960205,1.164958119392395,1.1609547138214111,1.162493348121643,0,0.0,0.0,EURUSD=X
2026-01-19,1.3403388261795044,1.3433637619018557,1.3382043838500977,1.3404287099838257,0,0.0,0.0,GBPUSD=X
2026-01-19,157.56700134277344,158.1479949951172,157.4250030517578,157.53500366210938,0,0.0,0.0,JPY=X
2026-01-20,1.1639952659606934,1.174701690673828,1.1633453369140625,1.1639139652252195,0,0.0,0.0,EURUSD=X
2026-01-20,1.3419216871261597,1.34916353225708,1.3410991430282593,1.3418315649032593,0,0.0,0.0,GBPUSD=X
2026-01-20,158.17999267578125,158.5919952392578,157.5659942626953,158.177001953125,0,0.0,0.0,JPY=X
2026-01-21,1.1726078987121582,1.1742602586746216,1.169700026512146,1.1727865934371948,0,0.0,0.0,EURUSD=X
2026-01-21,1.3439956903457642,1.345858812332153,1.3402490615844729,1.344085931777954,0,0.0,0.0,GBPUSD=X
2026-01-21,158.156005859375,158.2969970703125,157.75,158.16200256347656,0,0.0,0.0,JPY=X
2026-01-22,1.167392373085022,1.175074338912964,1.167392373085022,1.1672970056533811,0,0.0,0.0,EURUSD=X
2026-01-22,1.3417415618896484,1.349800944328308,1.3410578966140747,1.3419395685195925,0,0.0,0.0,GBPUSD=X
2026-01-22,158.45700073242188,158.875,158.2030029296875,158.45599365234375,0,0.0,0.0,JPY=X
2026-01-23,1.1753920316696167,1.1775649785995483,1.1728966236114502,1.1754610538482666,0,0.0,0.0,EURUSD=X
2026-01-23,1.350001335144043,1.3597116470336914,1.3483449220657349,1.3501288890838623,0,0.0,0.0,GBPUSD=X
2026-01-23,158.48800659179688,159.20700073242188,157.39199829101562,158.50100708007812,0,0.0,0.0,JPY=X
2026-01-26,1.1858175992965698,1.1904903650283811,1.183712124824524,1.1858457326889038,0,0.0,0.0,EURUSD=X
2026-01-26,1.3662508726119995,1.3712530136108398,1.3643310070037842,1.3662508726119995,0,0.0,0.0,GBPUSD=X
2026-01-26,155.18699645996094,155.3260040283203,153.35299682617188,155.16600036621094,0,0.0,0.0,JPY=X
2026-01-27,1.1874228715896606,1.1989833116531372,1.185185194015503,1.1876484155654907,0,0.0,0.0,EURUSD=X
